,年份,报告标题,披露时间,披露机构,攻击方法,组织别名,报告摘要
83,2020 (692),腾讯主机安全（云镜）捕获新挖矿木马LoggerMiner，该木马感染Docker容器,2020-11-16,腾讯,木马挖矿,暂无数据,近日，腾讯安全捕获到一个新的挖矿木马LoggerMiner，该木马在云上主机中攻击传播，会利用当前主机上的ssh账号信息对其他主机发起攻击，以控制更多系统。并且，LoggerMiner还会尝试对当前主机上的docker容器进行感染。因其代码中大量使用了logger字符串作为系统账号名、文件路径、通信域名等，腾讯据此将其命名为“LoggerMiner”挖矿木马。 该木马主要的恶意行为有：利用ssh爆破感染其他云主机、修改ssh配置，关闭安全设置，留置后门，方便攻击者远程登录；向docker容器发送恶意命令，进行感染；木马的部分攻击代码尚未完工。 木马还会尝试卸载云服务器安全软件、结束竞品挖矿木马进程、停止系统日志、修改系统安全设置，删除其他竞品挖矿木马创建的帐户、添加自己的新帐号，安装定时任务实现持久化等功能。
84,2020 (692),Mirai僵尸网络通过Hadoop Yarn REST API未授权访问漏洞入侵云主机,2020-11-13,腾讯,木马后门僵尸网络,暂无数据,腾讯安全威胁情报中心检测到Mirai僵尸网络利用Apache Hadoop Yarn资源管理系统REST API未授权访问漏洞入侵云主机，入侵传播的Mirai木马会通过C&amp;C服务器下发命令进行DDoS攻击。攻击者通过扫描暴露在公网的的8088端口，发现了没有开启特定用户安全认证的集群，并通过YARN RESET API提交应用，提交任务的用户名为dr.who。任务启动时执行default_container_executor.sh。从而实现在服务器内下载执行Mirai僵尸网络木马Rooted.x86。Rooted.x86的主要功能是与C&amp;C地址通信，接收远程命令对目标IP发起DDoS攻击。
85,2020 (692),对数据的渴求，ModPipe后门攻击了酒店业使用的POS软件,2020-11-12,WeLiveSecurity,木马后门恶意扫描,暂无数据,ESET研究人员发现了一种模块化后门ModPipe，可让攻击者访问存储在运行ORACLE MICROS餐馆企业系列（RES）3700 POS的设备中的敏感信息，该管理软件套件被全球各地的大量酒吧，餐馆，酒店使用。ModPipe含有一个名为GetMicInfo的模块，其使用了一种算法，可以通过从Windows注册表值解密来收集数据库凭据，收集的凭据可以让攻击者访问数据库内容，包括各种定义和配置，状态表和关于POS交易的信息。ModPipe架构包括：初始dropper，包含下一阶段（持久加载程序）的32位和64位二进制文件，并将合适的版本安装到损坏的机器上；持久加载程序，解压并加载主模块；主模块，创建一个管道，用于与其他恶意模块通信，卸载/安装这些模块，并充当dispatcher，处理模块与攻击者的C&amp;C服务器之间的通信；网络模块，用于与C&amp;C通信的模块。
86,2020 (692),Costarito运动：网络间谍外包,2020-11-12,BlackBerry,钓鱼攻击木马后门,暂无数据,BlackBerry 研究人员发现了“雇佣黑客组织”CostaRicto，这是一群拥有定制恶意软件工具以及复杂VPN代理和SSH隧道的APT雇佣兵。主要发现：CostaRicto的目标分散在欧洲，美洲，亚洲，澳大利亚和非洲的不同国家，但最大的集中地似乎是在南亚（尤其是印度，孟加拉国和新加坡），这表明威胁者可能位于该地区。命令和控制（C2）服务器通过Tor等代理层进行管理。在受害者的环境中也建立了一个复杂的SSH隧道网络。使用定制后门SombRAT，后门项目带有详细的版本控制和良好的代码结构，其中的硬编码域名模仿某些合法域。
87,2020 (692),Linux.Ngioweb变种正在攻击IOT设备,2020-11-12,360netlab,僵尸网络恶意扫描漏洞利用:CVE-2017-10271漏洞利用:CVE-2020-14882漏洞利用:CVE-2019-8387漏洞利用:CVE-2013-3568,暂无数据,最近360发现僵尸网络变种Linux.Ngioweb V2的活动。Linux.Ngioweb Bot样本的主要功能是在受害者的机器上实现Back-Connect Proxy。攻击者将多个Bot构建为一个Proxies Pool，并通过双层C2协议控制，然后提供Rotating Reverse Proxy Service。目前研究人员将Linux.Ngioweb分成了V1，V2俩个版本，其核心功能是一样的，最大的区别在于V2将许多之前明文存在stack上的信息，集中的做成了一个配置，使用AES加密存储在DATA段中。Ngioweb V2通过Nday漏洞传播，所利用的漏洞包括CVE-2013-3568、CVE-2019-8387、CVE-2020-14882、CVE-2017-10271等。
88,2020 (692),CRAT 想掠夺你的端点,2020-11-12,Talos,勒索软件,暂无数据,近日，思科发现CRAT系列的新版本。除了预建的RAT功能之外，该RAT还通过HTTP以json的形式从c2上接收指令和相应的数据执行远控功能，并在受感染终端上下载并部署其他恶意插件，具有高度的通用性和危险性。插件之一是被称为“ Hansom”的勒索软件。另外CRAT由多种混淆技术组成，以隐藏字符串，API名称，命令和控制（C2）URL和工具功能以及静态检测规避。该攻击还采用了多种抗感染检查来逃避基于沙盒的检测系统。
89,2020 (692),新的APT32恶意软件攻击目标是柬埔寨政府,2020-11-10,Recorded Future,鱼叉邮件,APT32APT32海莲花APT-C-00Ocean LotusCobalt KittySeaLotus,Future研究人员发现了黑客组织APT32针对柬埔寨政府的新恶意软件活动，攻击中使用了以东南亚国家联盟（ASEAN）为主题的鱼叉邮件。恶意样本为包含若干文件的自解压存档（SFX），其中有Apple签名的合法可执行文件，相关的良性DLL文件。恶意DLL中包含加密的shellcode。在SFX执行后，Apple可执行文件在加载恶意DLL之前先加载良性DLL，然后，恶意DLL提取加密的shellcode并解密和执行，同时向用户显示诱饵文档（显示“激活错误”的Microsoft Word文档），并加载最终恶意负载。
90,2020 (692),xunt活动：新发现的后门，使用删除的电子邮件草稿和DNS隧道进行命令和控制,2020-11-09,paloalto,钓鱼攻击木马后门,暂无数据,Palo Alto研究人员发现针对科威特某组织的Microsoft Exchange Server的攻击与黑客组织xHunt有关，该组织此前曾针对科威特政府以及航运组织进行了一系列攻击。最近观察到的攻击表明攻击者已更新了其工具库。该攻击使用了两个新发现的后门TriFive与 Snugy，其中，Snugy是CASHY200的变体。TriFive后门使用基于电子邮件的C2通道，使用Exchange Web Services（EWS）在受感染电子邮件帐户的Deleted Items文件夹内创建草稿。Snugy后门使用DNS隧道通道在受感染的服务器上运行命令。
91,2020 (692),吉莫布：一个贸易威胁的参与者开始感染移动设备,2020-11-09,securelist,钓鱼攻击木马后门,暂无数据,Guildma是银行木马家族Tetrade的成员，一直在努力引进新技术。最近，他们的新工具Ghimob银行木马已朝着感染移动设备的方向发展，目标是来自巴西，巴拉圭，秘鲁，葡萄牙，德国，安哥拉和莫桑比克的银行，金融科技，交易所和加密货币的金融应用程序。Ghimob Trojan能够在受害者设备上记录屏幕锁定图案，然后模仿图案以解锁设备。攻击者会显示一个全屏覆盖的黑屏或是全屏打开某些网站，诱骗受害者只注意屏幕，同时使用后台运行的某金融应用程序执行交易。另外，Ghimob与Guildma共享C2基础架构，攻击者使用相同的TTP继续发送网络钓鱼电子邮件来传播恶意软件。这些邮件旨在诱使不知情的用户点击下载Ghimob APK安装程序的恶意URL。Ghimob使用了受Cloudflare保护的后备C2，使用DGA和一些其他技巧隐藏了真正的C2。感染完成后，恶意软件将继续向服务器发送感染通知消息，包括手机型号，是否激活了屏幕锁定以及目标范围内的所有已安装应用程序的列表，包括版本号。Ghimob可监控153个移动应用程序，主要来自银行，金融科技，加密货币和交易所。
92,2020 (692),金眼狗组织水坑活动:针对Telegram用户的定向攻击,2020-11-09,奇安信,水坑攻击,黄金狗GoldenEyeDog,9月底，奇安信病毒响应中心在日常跟踪黑产团伙过程中，发现了一批带有非官方数字签名的Telegram安装包文件，通过溯源找到了对应的水坑网站。 受害者从水坑网站上下载带有非官方签名的Telegram安装包，恶意安装包除了会安装正常的Telegram软件外还会释放由.net编写的Regloader加载器，运行后内存加载反射模块RegflectLoader，RegflectLoader最终会加载金眼狗组织常用的远控模块，通过后续的关联我们找到了该组织曾经使用VC编写的RatLoader的最新变种。
93,2020 (692),卢甘斯克组织针对乌克兰的最新定向攻击活动分析,2020-11-09,360,钓鱼攻击,暂无数据,360监测到卢甘斯克组织针对乌克兰军事目标的最新攻击活动，此次攻击活动采用了新的诱饵文档、恶意脚本荷载，同时发现该组织疑似伪装成云盘备份的方式进行攻击窃密。 卢甘斯克位于乌克兰东部，原名伏罗希洛夫格勒，是乌克兰最东部一个州卢甘斯克州的首府。黑客组织向目标投递了大量包含恶意CHM文件的ZIP压缩包，诱饵文件名称都使用了乌克兰语。在目标打开chm恶意文件后，恶意程序会通过powershell和vbs恶意脚本文件进行大量的文件窃取操作和植入木马行为。 攻击过程：第一阶段，攻击程序会调用schtasks创建伪装adobe的powershell计划任务；第二阶段，计划任务启动后powershell会定期向C&amp;C通信，获得下一阶段的vbs脚本并创建vbs文件的计划任务；第三阶段，vbs文件定期读取指定注册表键值，并利用rococopy将后缀名称是*.rtf *.txt *.z00 *.z01 *.z02 *.z03 *.pdf *.zip *.rar *.7z *.doc*.docx *.docm *.xls *.xlsx *.ppt *.pptx *.xlsm *.jpg *.jpeg *.cdr拉取到伪装的云盘目录，然后进行文件窃取；第四阶段，通过csc命令实时编译C#代码安装持久化的loader后门程序。
94,2020 (692),【高级持续性威胁追踪】BITTER组织近期攻击巴基斯坦活动分析,2020-11-09,深信服,鱼叉攻击,BITTERBITTER蔓灵花蔓灵花,深信服最近发现BITTER组织针对巴基斯坦地区的相关样本，样本为该组织惯用的下载样本，通过鱼叉攻击发送恶意的模板注入docx文件，docx下载恶意漏洞模板并执行。 例如“Guidelines for Extension of official-Gratis Passports.docx”(免费提供的官方护照延期指南.docx)。漏洞模板文件为公式编辑器漏洞文件，其将下载winsupdater.msi的执行命令写入runonece注册表，完成病毒下载执行。 该恶意msi文件打包了恶意文件wnupdte.exe，该病毒为ArtraDownloader v1变种。会对加密的字符串进行解密，解密方式有两种，一种是直接加5，另一种是加上循环变量加1，其中C2解密为mia.alkhaleejpk.info。 病毒会获取主机的基本信息，主机名、用户名、操作系统名称。然后采用拼接方式向C2服务器发起请求。然后检测返回数据，是否存在下载执行任务，如果存在下载执行任务，下载文件写入并通过ShellExecuteA执行下载的文件。
95,2020 (692),勒索软件警报：Pay2Key,2020-11-06,Check Point,勒索软件,暂无数据,在过去的一周中，几家以色列的大型公司遭受了一次全面的攻击，攻击者使用了前所未有的勒索软件变种Pay2Key。随着时间的流逝，越来越多报道的勒索软件攻击被证明与新的Pay2Key勒索软件有关。到目前为止的调查表明，攻击者可能在攻击发生前的某个时间就已经访问了组织的网络，但具有迅速采取行动的能力，可以在一小时内将勒索软件传播到整个网络。在感染阶段结束后，受害者会收到一张定制的赎金单，需求相对较低，只有7-9个比特币(约11万至14万美元)。
96,2020 (692),海洋莲花：通过假网站扩大网络间谍行动,2020-11-06,Volexity,网络间谍,暂无数据,"Volexity发现OceanLotus通过去年建立的多个虚假网站和Facebook页面发起了多个新的攻击活动。除了针对越南境内的目标外，还针对东南亚地区的国家。 这些虚假网站对用户进行了性能分析，重定向到钓鱼页面，并被利用来分发Windows和OSX的恶意软件有效载荷。有的虚假网站上有超过10,000条个人新闻文章，这些文章似乎是从其他各种合法的在线新闻媒体抓取获取的。 当用户访问带有感染链的页面时，将加载恶意JavaScript。主要分为两种功能的脚本：捕获和存储有关访客的信息的脚本；下载假冒的软件更新或文档，有时会根据用户的浏览器和内容来配置下载的恶意软件。 攻击者使用了Dropbox、Amazon S3或GoogleDrive来托管的恶意软件。下载的恶意软件包括Cobalt Strike植入物。"
97,2020 (692),INJ3CTOR3操作–利用星号服务器实现货币化,2020-11-05,Check Point,恶意扫描,暂无数据,Check Point最近发现一系列与VoIP相关的全球性攻击。黑客通过入侵SIP服务器并获得控制权，然后滥用其功能，例如向外打电话。研究人员发现针对Sangoma PBX(一个管理Asterisk的开源web GUI)的新活动。攻击者使用流行的工具套件SIPVicious，利用了其svmap模块扫描Internet，以查找运行易受攻击的FreePBX版本的SIP系统。一旦发现便利用CVE-2019-19006获得对系统的管理员访问权限。绕过身份验证步骤后，攻击者使用asterisk-cli模块在受感染的系统上执行命令，并上传以base64编码的基本PHP Web shell。然后攻击者使用初始Web Shell来检索Asterisk管理文件，从Pastebin下载base64编码的PHP恶意文件。攻击者的最终目标是出售受感染系统的呼出电话以及对系统本身的访问权。
