,年份,报告标题,披露时间,披露机构,攻击方法,组织别名,报告摘要
107,2017 (64),APT28将恶意软件嵌入到Doc文档中实施攻击,2017-11-07,McAfee,后门木马鱼叉式钓鱼攻击漏洞利用供应链攻击水坑攻击,APT28SofacySednitAPT-C-20STRONTIUM奇幻熊Sofacy,McAfee高级威胁研究分析师发现了一个恶意的Word文档，该文档似乎利用了高级威胁研究先前报告的Microsoft Office动态数据交换（DDE）技术。本文件可能标志着APT28首次使用这种技术。使用带有PowerShell的DDE允许攻击者在受害者的系统上执行任意代码，而不管是否启用宏。
108,2017 (64),ChessMaster的新战略：不断发展的工具和战术,2017-11-06,TrendMicro,后门木马鱼叉式钓鱼攻击漏洞利用,ChessMaster,几周前，我们观察到ChessMaster的新活动，在初始攻击中没有出现的新工具和战术方面取得了显着进展。从我们所看到的情况来看，ChessMaster正在不断发展，使用开源工具和他们开发的工具，可能是一种匿名化运营的方式。
109,2017 (64),海莲花（OceanLotus）大规模数字监视和攻击，主张东盟，亚洲国家，媒体，人权组织和民间社会,2017-11-06,Volexity,后门木马鱼叉式钓鱼攻击漏洞利用水坑攻击,APT32APT32海莲花APT-C-00Ocean LotusCobalt KittySeaLotus,2017年11月6日，国外安全公司Volexity发布了一篇关于疑似海莲花APT团伙新活动的报告，该报告指出攻击团伙攻击了与政府、军事、人权、媒体和国家石油勘探等有关的个人和组织的100多个网站。通过针对性的JavaScript脚本进行信息收集，修改网页视图，配合社会工程学诱导受害人点击安装恶意软件或者登陆钓鱼页面，以进行下一步的攻击渗透。
110,2017 (64),KeyBoys组织的攻击活动,2017-11-02,PWC,暂无数据,暂无数据,在这篇博客文章中，我们详细分析了最近的一项活动，我们高信心地将这一活动归功于KeyBoy，一个被认为是在中国或在中国运营的威胁行为者。KeyBoy最近在2016 年由CitizenLab报道，现在似乎已经回归。
111,2017 (64),,2017-11-02,Clearsky,后门木马鱼叉式钓鱼攻击漏洞利用水坑攻击,暂无数据,leetMX是一项广泛的网络攻击活动，起源于墨西哥，专注于墨西哥，萨尔瓦多和拉丁美洲其他国家（如危地马拉，阿根廷和哥斯达黎加）的目标。它至少自2016年11月开始运作。我们是 不确定其目标，但估计它是犯罪动机。 leetMX基础架构包括27个用于恶意软件交付或命令和控制的主机和域。 已经使用了数百个恶意软件样本，其中大多数是远程访问特洛伊木马程序和键盘记录程序。
112,2017 (64),解析2017年APT组织Gaza Cybergang最新动向,2017-10-30,Kaspersky,后门木马社会工程鱼叉式钓鱼攻击漏洞利用水坑攻击,Gaza Cybergang,2017年，卡巴斯基发现一个关于Gaza Cybergang间谍组织的有趣的新情况，该组织针对MENS的一个石油和天然气组织进行攻击，渗透目标的系统并窃取数据，攻击时长超过一年。 此外，还检测到Gaza Cybergang间谍组织最近开始利用CVE 2017-0199漏洞，下载脚本被嵌入到MS Access文件中以降低其被检测到的可能性。从 2017年4月下旬开始出现了使用移动端恶意软件的痕迹。 Gaza Cybergang组织展示了其发起大量攻击和利用先进的社会工程学的能力，除了积极开发攻击活动、基础设施以及应用新技术、新方法之外，攻击者还努力的改进其工具包，确保尽量躲避掉安全产品和服务的检测。预计短期内这类攻击活动还会加剧，无论是在质量上还是数量上。
113,2017 (64),Bahamut组织：主要针对南亚和中东的攻击组织分析,2017-10-27,Bellingcat,社交网络鱼叉攻击,Bahamut,”Bahamut”组织是Bellingcat披露的一个针对中东和南亚地区的APT攻击组织。该组织与确定了摩诃草组织(又称Hangover，Patchwork，DroppingElephant)与” Confucius”，” Bahamut”间存在一定的关联性。
114,2017 (64),伊朗APT组织Greenbug冒充以色列高科技和网络安全公司,2017-10-24,Clearsky,后门木马鱼叉式钓鱼攻击漏洞利用水坑攻击,Greenbug,伊朗APT组织Greenbug冒充以色列高科技和网络安全公司，实施网络攻击。
115,2017 (64),近期攻击美国电网的黑客组织：或是来自俄罗斯的Dragonfly 2.0,2017-10-20,Symantec,后门木马漏洞利用,Energetic BearDragonflyIRON LIBERTY,赛门铁克发布了一份网络安全报告，称最近几月发生的针对十余家美国电网公司的入侵行动，背后隐现了与俄政府有关联的黑客的身影。报告中提到的该黑客组织，名叫“Dragonfly”。在沉寂了多年之后，最近他们又活跃了起来。赛门铁克表示该公司从 2011 年起就在追踪该组织，并揭示了它与 2014 年发起的针对西方企业的网络攻击之间的关联。
116,2017 (64),台湾抢劫：Lazarus工具和勒索软件,2017-10-18,BAE Systems,暂无数据,暂无数据,最近几天，各种恶意软件样本已上传到恶意软件存储库，这些存储库看起来源于入侵。这些包括已知的Lazarus组工具，以及一种名为“Hermes”的稀有勒索软件变种，在抢劫发生时，这些变种可能被用作安全团队的分心或掩盖。
117,2017 (64),BlackOasis组织利用 0day 漏洞的新目标攻击,2017-10-16,Kaspersky,后门木马漏洞利用,BlackOasis,2017年10月10日，卡巴斯基实验室高级漏洞利用防御系统确认了一个新的 Adobe Flash 0day 漏洞，该漏洞利用通过 Microsoft Office 文档传送，最终 payload 是最新版本的 FinSpy 恶意软件。
118,2017 (64),Leviathan：网络间谍组织攻击分析,2017-10-16,Proofpoint,后门木马鱼叉式钓鱼攻击漏洞利用水坑攻击,APT40Leviathan,Proofpoint研究人员正在跟踪一个间谍组织Leviathan，该组织目标是国防和政府部门的组织和高价值目标。至少从2014年起，这个组织一直对美国和西欧的海事工业、海军防御承包商以及相关研究机构感兴趣并发起攻击。
119,2017 (64),BRONZE BUTLER针对日本企业,2017-10-12,SecureWorks,后门木马鱼叉式钓鱼攻击漏洞利用0day零日漏洞,TickREDBALDKNIGHTBronze Butler,Secureworks公司称BRONZE BUTLER的行动表明，其长期以来一直试图渗透日本企业以窃取知识产权及其它机密数据，相关入侵活动还证明，该恶意集团的入侵目标主要集中在关键基础设施、重工业 、制造业以及国际关系网络层面。CTU?研究人员怀疑该组织可能位于中国。
120,2017 (64),针对后苏联国家的银行攻击活动：混合网络犯罪研究,2017-10-10,Trustwave,暂无数据,暂无数据,今天我们发布了一份SpiderLabs高级威胁报告，其中详细介绍了针对主要位于后苏联国家的银行的主要网络攻击。所有攻击都有一个共同的概况，整个操作的精细调整显示了一种创新的窃取金钱的新技术。
121,2017 (64),GHOSTS活动的阴影：在一个独特的CARBANAK入侵中,2017-10-01,RSA,后门木马鱼叉式钓鱼攻击漏洞利用供应链攻击水坑攻击,FIN7Anunak,FIN7（也被称为Anunak或银行大盗Carbanak）是目前为止组织最为严密的复杂网络犯罪组织，自2017年初起开始活跃，因攻击美国公司窃取支付卡数据而广为人知。FIN7向来使用取巧、定制的鱼叉式网络钓鱼诱饵发动攻击。一旦目标遭遇感染，FIN 7会在网络中横向活动，使用各种反取证技术规避检测。
122,2017 (64),攻击组织使用cmstar木马攻击白俄罗斯政府,2017-09-28,paloalto,后门木马鱼叉式钓鱼攻击漏洞利用供应链攻击水坑攻击,暂无数据,Palo Alto Networks Unit 42发现了一系列网络钓鱼电子邮件，其中包含针对白俄罗斯国家各政府机构的先前讨论的CMSTAR恶意软件系列的更新版本。 我们首先在2015年春季和2016年晚些时候报告了针对鱼叉式网络钓鱼攻击的CMSTAR。 在这次最新的活动中，我们在今年6月至8月间共观察了20封独特的电子邮件，其中包括CMSTAR下载器的两个新变种。 我们还发现了两个以前未知的有效载荷。 这些有效负载包含后门，我们分别命名为BYEBY和PYLOT。
123,2017 (64),Ccleaner的c&amp;c需要关注,2017-09-20,Cisco,暂无数据,暂无数据,Windows平台著名的垃圾清理工具CCleaner，近期被cisco安全实验室通报，软件被黑客植入了木马后门，影响全球数百万用户。受影响的ccleaner版本是5.33，仅影响32位Windows系统用户。这个版本使用的是官方签名，意味着CCleaner官方产品安全流程存在严重问题。CCleaner已经被杀毒厂商Avast收购，全球累计下载量数十亿次。
124,2017 (64),APT33分析报告：FireEye揭秘瞄准航空航天和能源部门的伊朗网络间谍组织,2017-09-20,FireEye,后门木马鱼叉式钓鱼攻击漏洞利用水坑攻击,APT33Elfin,讨论有关中东地区黑客组织的网络攻击行为时，许多人会想到伊朗的间谍组织，例如著名的SHAMOON（又名Disttrack），该组织初期的攻击目标在波斯湾周边地区。然而，在过去的几年中，我们一直在跟踪一个单独但鲜为人知的、具有潜在破坏能力的、被怀疑与伊朗有关的网络间谍组织，我们将其称之为APT33。分析表明，APT33的活动踪迹至少可以追溯至2013年，该组织很可能是为伊朗政府工作。
125,2017 (64),Patchwork的暴露,2017-09-19,Cymmetria,鱼叉式钓鱼攻击,PatchworkChinastrats,Patchwork APT自2015年12月被监测到之后，目前已经感染了大约2500台电脑，虽有迹象表明其最早活动可追溯至2014年，但Cymmetria并未第一时间发现。 Patchwork APT针对的目标是军事和政治机构，特别是那些与东南亚和南海问题相关的工作机构雇员，目标多是政府或与政府有间接联系的机构。Patchwork通过利用CVE-2014-4114漏洞及互联网上披露的攻击方法技术来对受害者进行鱼叉式钓鱼邮件攻击，攻击成功后Patchwork APT通过搜索文档并上传至其C&C服务器，如果目标主机非常有价值，Patchwork APT还会进一步安装第二阶段渗透工具。
126,2017 (64),Evidence Aurora Operation仍然活跃：通过CCleaner的供应链发起攻击,2017-09-18,INTEZER,供应链攻击,暂无数据,Evidence Aurora Operation仍然活跃，通过CCleaner的供应链发起攻击。流行系统优化软件CCleaner官方Piriform公司发布的正规安装包被植入恶意代码，这是一起大规模的供应链攻击事件，该软件在全球有超过1亿用户使用。
127,2017 (64),CCleaner 恶意代码分析,2017-09-18,Cisco,木马后门,暂无数据,"发布公告称piriform旗下产品CCleaner v5.33.6162和CCleaner Cloud v1.07.3191的32bit版本被植入后门。意代码存在于 CCleaner.exe 程序中 , 该恶意代码会接受并执行远程控制服务器 ( C2 ) 发送过过来的指令 , 技术上属于二阶后门类型。"
128,2017 (64),FireEye揭露CVE-2017-8759：分发FINSPY的0day,2017-09-12,FireEye,后门木马漏洞利用,暂无数据,FIreEye近期检测到一个恶意的利用CVE-2017-8759漏洞的微软Office RTF文档。CVE-2017-8759是SOAP WSDL分析器代码注入漏洞，在解析SOAP WSDL定义的内容中它允许攻击者注入任意代码。 FireEye分析了这个攻击者使用的微软Word文档，它利用任意代码注入来下载和执行一个包含PowerShell命令的VB脚本。
129,2017 (64),俄罗斯Turla组织的新型恶意软件 Gazer分析,2017-08-30,ESET,后门木马鱼叉式钓鱼攻击漏洞利用水坑攻击,WaterbugTurla,ESET 研究人员近期发现了一项针对全球各领事馆部委与大使馆的新型后门恶意软件 Gazer 监控，疑似与俄罗斯 APT 组织 Turla 有关。
130,2017 (64),WhiteBear组织的攻击手法分析,2017-08-30,Kaspersky,后门木马鱼叉式钓鱼攻击漏洞利用水坑攻击,WaterbugTurla,白象是一个来自于南亚地区的境外APT组织，组织主要针对中国、巴基斯坦等亚洲地区和国家的政府机构、科研教育领域进行攻击。部分基础设施和代码和蔓灵花、孔子重合，这几个组织间疑似有千丝万缕的关系。该组织在2018年同样多次对中国的多个目标进行了攻击活动。该组织同样使用鱼叉攻击，诱饵文档带有强烈的政治意味。
131,2017 (64),RAT Cook行动：中国的APT组织使用虚假的权力游戏泄漏作为诱饵,2017-08-25,Proofpoint,暂无数据,暂无数据,Proofpoint最近观察到一个有针对性的电子邮件活动试图利用权力的游戏诱惑进行鱼叉式钓鱼攻击。恶意附件提供了淫秽剧透和视频剪辑，试图安装历史上由州赞助的攻击组织使用的”9002“远程访问木马（RAT）。
132,2017 (64),俄罗斯银行办公室遭遇广泛的网络钓鱼浪潮,2017-08-17,RSA,网络钓鱼,暂无数据,到目前为止，安全建议和报告中描述的大多数与银行相关的网络钓鱼活动都是由银行客户作为其在线凭据的目标。 针对银行本身的网络钓鱼活动更不常见。 也许欺诈者知道有比银行更多的银行客户，而且银行的安全态度通常比普通银行的客户更为强硬。
133,2017 (64),Turla APT组织调整KopiLuwak后门，用于G20相关的攻击,2017-08-17,Proofpoint,后门木马鱼叉式钓鱼攻击漏洞利用供应链攻击水坑攻击,WaterbugTurla,Proofpoint的研究人员最近在公开的恶意软件存放处中发现了这个植入程序，黑客透过鱼叉式钓鱼攻击置入武装过的附件，标题为『Save The Date』邀请10月的G20工作会议。 这个邀请其实是一个可执行文件程序信息档案（PIF），看起来像是一个PDF档，它包含一组用于传送KopiLuwak的指令。当受害者双击PDF图示后，PIF在背后传送后门时正常的打开PDF诱饵文件。一旦安装在系统上，KopiLuwak会让攻击者完全的控制它。
134,2017 (64),国际网络犯罪基础设施被曝光,2017-08-15,paloalto,暂无数据,暂无数据,"近期一大批恶意URL和IP地址被安全厂商曝光。例如：Palo Alto 在分析使用 PowerShell的恶意软件时，发现了Chthonic 和 Nymaim等木马实施攻击所使用的“基础设施”。 常见的PowerShell 通常是从使用 VBA 宏的 Microsoft Office 文档中启动的, 并进一步下载和执行“真正”的恶意软件。但最近发现了从Notepad++网站下载文件的样本——Chthonic 。"
135,2017 (64),APT趋势分析报告,2017-08-08,Kaspersky,暂无数据,暂无数据,2017的第一季度，卡巴斯基发表了第一份APT趋势报告，突出了2017年第一季度的几个月的研究成果。本报告主要针对第二季度的APT 趋势分析，重点阐述了我们认为大多数用户应该意识到的重大事件和调查结果。
136,2017 (64),Cobalt反击：不断发展的跨国金融威胁,2017-08-01,Positive Technologies,暂无数据,暂无数据,银行抢劫可能是典型的犯罪行为。巨额即时财富的承诺吸引了许多犯罪分子瞄准银行。虽然抢劫的方法，工具和规模都发生了变化，但有两件事情保持不变：诱惑 一个巨大的发薪日和没有系统是完全安全的事实。 在现代数字经济中，犯罪分子变得越来越有创造力，无需离开家就可以与数百万人一起赚钱。 尽管做出了巨大努力，但由于技术漏洞和人为因素，安全始终是一项进展中的工作。 今天只有一小部分银行能够抵御Cobalt所采取的有针对性的攻击，这是一个在2016年首次在全球范围内开展的网络犯罪集团。 现在，该集团的目标不仅仅是银行。
137,2017 (64),远程机器人卷土重来:针对乌克兰的供应链攻击,2017-08-01,ESET,暂无数据,暂无数据,一个名为TeleBots的组织对乌克兰的多个电脑系统发动了网络攻击;可以定义为关键基础设施的系统。此外，该组织与臭名昭著的黑能源集团有联系，该集团对2015年12月乌克兰断电事件负有责任。
138,2017 (64),ChessMaster采取行动：看看该运动的网络间谍武器库,2017-07-27,TrendMicro,后门木马鱼叉式钓鱼攻击漏洞利用,ChessMaster,在本文中，我们分析了目前ChessMaster的状态，包括其武器库中更新的工具，特别关注了ANEL的演变以及如何在行动中使用。
139,2017 (64),OilRig使用ISMDoor变形，可能与Greenbug组织有关,2017-07-27,paloalto,后门木马漏洞利用,APT34OilRig,OilRig使用ISMDoor变形木马，可能与Greenbug组织有关。早在2017年1月，赛门铁克就首次报道了这一组织，详细介绍了他们的操作，并使用了一个名为ismdoor的自定义信息窃取木马。本文详细介绍了两者的分析结果和关系。
140,2017 (64),Wilted Tulip攻击行动揭露网络间谍工具,2017-07-25,Clearsky,后门木马鱼叉式钓鱼攻击漏洞利用供应链攻击水坑攻击,CopyKittens,以色列ClearSky网络安全公司与Trend Micro公司联合发布的报告表示与伊朗有所关联的网络间谍组织复制猫自2013年以来仍然设法从以色列、土耳其、沙特阿拉伯、约旦乃至美国的军方及政府机构、学术组织、市政当局以及IT企业当中成功窃取到大量数据。在过去几年当中，“复制猫”曾经先后使用数十个域名，其中大部分假冒微软、谷歌、Amazon、Facebook以及甲骨文等企业，旨在进行恶意软件交付、托管恶意站点以及进行命令与控制操作等。尽管显然存在资源受限问题，但“复制猫”还是设法入侵了一部分在线新闻媒体与普通网站，而后利用其实施水坑式攻击。
141,2017 (64),“Tick” 组织的持续性攻击分析,2017-07-24,paloalto,后门木马漏洞利用,TickREDBALDKNIGHTBronze Butler,黑客组织 Bronze Butler（ 又称 Tick ）自 2012 年以来一直针对日本企业的关键基础设施、重工业、制造业以及国际关系方面展开攻击活动，旨在窃取企业知识产权与其机密信息。有消息指出，该组织似乎还与中国存有潜在联系。
142,2017 (64),Inexsmar：一场不同寻常的DarkHotel运动,2017-07-18,Bitdefender,社会工程鱼叉式钓鱼攻击,暂无数据,DarkHotel的黑客组织已经活跃10多年时间，专门针对全球各地的顶级高档酒店发起攻击，尝试窃取政客、企业CEO以及高管等精英人士的各种信息。攻击通常分为数个阶段。首先是利用服务器系统上的漏洞或者薄弱之处，或者通过物理访问酒店网络设施的方式来攻击酒店的WiFi网络。一旦酒店的WiFi网络完全被黑客所掌控，那么黑客就会使用一系列钓鱼和社会工程学手段来感染目标电脑。
143,2017 (64),最近的Winnti基础设施和示例,2017-07-18,Clearsky,后门木马鱼叉式钓鱼攻击漏洞利用,,Winnti group从2009年一直活跃至今，全球有超过30家游戏公司和在线游戏平台都遭到该组织的攻击。据称Winnti group是一个基于中国的间谍组织，其大部分攻击目标位于东南亚、德国、美国、日本、中国、俄罗斯、巴西、秘鲁、白俄罗斯。2015年6月，卡巴斯基还搜集到一些证据，表明Winnti group的攻击范围已经从单纯的游戏行业扩大到了电信、制药公司。
144,2017 (64),PZCHAO行动：中国铁虎APT组织强势回归,2017-07-17,Bitdefender,后门木马鱼叉式钓鱼攻击漏洞利用,LuckyMouseEmissary PandaAPT27,全球知名反病毒厂商BitDefender在最近公布了一份长达16页的研究分析报告，称其安全研究团队发现一起被称为“PZChao”的网络间谍活动，针对了亚洲和美国的政府、科技、教育和电信机构。
145,2017 (64),一起针对中文新闻媒体的入侵行动,2017-07-05,Citizen Lab,钓鱼攻击,暂无数据,加拿大多伦多大学公民实验室（Citizen Lab）研究人员发现了多个假冒中文新闻网站的域名和网站。这些中文新闻网站包括中国数字时代（China Digital Times），明镜新闻（Mingjing News），大纪元新闻（Epoch Times），香港01（HK01）和 博闻社（Bowen Press），它们经常报道被中国政府认为是禁忌或具有争议性的话题。这些被攻击的新闻机构经常报道被中国政府认为是敏感的政治话题，它们的网站在中国大陆内也是被屏蔽的。不过，并没有确切证据指向这次的网络攻击来自被公开报道过的攻击者或者受国家赞助。
146,2017 (64),老相识、新工具和共同战场的直觉,2017-06-30,Kaspersky,暂无数据,暂无数据,就像在Wannacry病毒的案例中一样，很难找到病毒的来源，而且很难找到与已知恶意软件的链接。在Wannacry的案例中，谷歌的尼尔·梅塔(Neel Mehta)能够识别出一个代码片段，这成为了故事中最重要的线索，后来被进一步的证据证实，表明Wannacry是拉撒路团队的一个宠物项目。
147,2017 (64),BlackTech网络间谍组织活动分析,2017-06-22,TrendMicro,后门木马鱼叉式钓鱼攻击漏洞利用,BlackTech黑凤梨 T-APT-03,"BlackTech是一个网络间谍组织，以东亚，特别是台湾，有时甚至还包括日本和香港的目标为主。根据其一些C＆C服务器的互斥和域名，BlackTech的攻击活动可能旨在窃取其攻击目标的技术。趋势科技的研究人员已经把近些年来看似不相关的三个网络攻击活动PLEAD, Shrouded Crossbow和Waterbear联系在了一起。研究人员分析了这几种攻击过程的方式，并解析了它们的使用工具，最终发现了共同点，也就是说PLEAD, Shrouded Crossbow和Waterbear实际上是由同一个组织操作的。"
148,2017 (64),海莲花新的和改进的macOS后门,2017-06-22,paloalto,木马后门,暂无数据,最近，我们在WildFire云分析平台上发现了一个新版本的OceanLotus后门，它可能是我们迄今为止在macOS上看到的更先进的后门之一。此次迭代针对越南的受害者，并且在首次发现后近一年仍然保持极低的AV检测。尽管已经长时间处于野外，但该操作似乎仍然活跃。
149,2017 (64),Kazuar:多平台间谍后门与API访问,2017-06-14,paloalto,木马植入木马后门,暂无数据,Unit 42研究人员发现了一个用于间谍活动的后门木马。开发人员将此工具称为Kazuar，这是一个使用Microsoft . net框架编写的特洛伊木马，它为参与者提供了对其操作人员所针对的受损系统的完整访问。Kazuar包括一个功能强大的命令集，其中包括远程加载额外插件以增强木马功能的能力。在我们分析这个恶意软件的过程中，我们发现了一些有趣的代码路径和其他工件，这些代码路径和工件可能表明这个工具的Mac或Unix变体也存在。此外，我们在Kazuar中发现了一个独特的特性:它通过应用程序编程接口(API)向内置的web服务器公开其功能。
150,2017 (64),Crash Override : 当下电网系统面临的安全威胁,2017-06-13,Dragos,漏洞攻击,QuedaghSandwormBlackEnergy,2017年6月8日，Dragos公司收到斯洛伐克的反病毒厂商ESET公司的一则消息，内容与一个针对ICS（工业控制系统）的恶意软件有关。Dragos团队通过这条通知发现了恶意软件样本，分析了恶意软件的新功能和影响范围，并确认这个恶意软件与2016年12月17日发生在乌克兰首都基辅输电变电站的网络攻击事件有关。本报告作为一个行业报告，旨在向电力部门和安全组织解释一下这个恶意软件的潜在影响，对其中的一些细节酌情进行讨论。
151,2017 (64),HIDDEN COBRA–朝鲜的DDoS僵尸网络基础设施,2017-06-13,US-Cert,DDOS攻击,Hidden CobraLazarus,该报告结合了美国国土安全部（ DHS ）与联邦调查局（ FBI ）联合调查的结果，其中还包括一份与恶意软件 DeltaCharlie 感染系统相关的 IP 地址列表。DeltaCharlie 最初被 Novetta 联盟发现并宣称是黑客组织 Lazarus 武器库的 DDoS 工具。此外，该报告还称 Lazarus 为 Hidden Cobra，并将该组织活动与朝鲜政府关联。
152,2017 (64),工业控制系统面临的新威胁,2017-06-12,ESET,漏洞利用,暂无数据,"ESET 公布一款针对电力变电站系统进行恶意攻击的工控网络攻击武器 -win32/Industroyer (ESET命名), ESET 表示该攻击武器可以直接控制断路器，可导致变电站断电。 Industroyer 恶意软件目前支持四种工控协议：IEC 60870-5-101、IEC 60870-5-104、IEC 61850以及OLE for Process Control Data Access（简称OPC DA）。这些协议广泛应用在电力调度、发电控制系统以及需要对电力进行控制行业，例如轨道交通、石油石化等重要基础设施行业，尤其是 OPC 协议作为工控系统互通的通用接口更广泛应用在各工控行业。 与2015年袭击乌克兰电网最终导致2015年12月23日断电的攻击者使用的工具集（BlackEnergy、KillDisk、以及其他攻击模块）相比，这款恶意软件的功能意义重大，它可以直接控制开关和断路器，Industroyer 身后的黑客团队无论从技术角度还是从对目标工控系统的研究深度都远远超过了2015年12月乌克兰电网攻击背后的黑客团队。"
153,2017 (64),LAZARUS组织攻击分析报告,2017-05-30,Group-IB,暂无数据,暂无数据,对拉撒路集团进行调查的group - ib研究人员收集了广泛的技术和战略数据，明确指出朝鲜是罪魁祸首。该小组发现并彻底分析了拉撒路使用的多层C&amp;C基础设施，并确定了最终控制攻击的朝鲜IP地址。以下报告概述了该组织针对金融机构的攻击方法、使用的恶意软件以及对目标的审查。
154,2017 (64),海莲花组织针对亚洲某公司的APT攻击—Cobalt Kitty 行动分析,2017-05-24,cybereason,社会工程学钓鱼邮件,APT32APT32海莲花APT-C-00Ocean LotusCobalt KittySeaLotus,本文是针对一次被称为 Operation Cobalt Kitty的APT攻击的报告内容精华版，该APT攻击的目标是针对亚洲一家全球性公司来窃取他们的重要商业信息。攻击者以钓鱼攻击作为初始渗透载体，以公司的顶级管理为目标，最终入侵了副总裁电脑，当然还有很多高级主管和运营部门的其他关键人员。在Operation Cobalt Kitty攻击过程中，攻击者破坏了超过40台PC和服务器，包括域控制器，文件服务器，Web应用服务器和数据库服务器。
155,2017 (64),网络间谍活动依然活跃:APT32和对全球企业的威胁,2017-05-14,FireEye,社会工程学钓鱼邮件,APT32APT32海莲花APT-C-00Ocean LotusCobalt KittySeaLotus,APT32组织（海莲花组织，OceanLotus Group）正在对横跨多个行业的企业展开入侵活动，同时他们也将外国政府、政客人士以及记者当作攻击目标。FireEye经过分析研究，认为APT32在攻击活动中使用了一个独特的全功能版的恶意软件工具集以及公开的商业工具，所涉及的网络攻击活动都与越南的国家利益相符合。
156,2017 (64),KONNI: 隐匿多年的恶意软件,2017-05-03,Cisco,暂无数据,暂无数据,Talos发现了一个未知的远程管理工具，我们相信它已经使用了3年多。在此期间，它设法避免了安全社区的审查。当前版本的恶意软件允许操作人员窃取文件、击键、执行截屏以及在受感染的主机上执行任意代码。塔洛斯将这个恶意软件命名为KONNI。
157,2017 (64),卡巴斯基披露Longhorn攻击工具包,2017-04-11,Kaspersky,暂无数据,LambertsLonghorn,"卡巴斯基安全研究人员发布了关于Longhorn攻击工具包的报告。Longhorn的复杂程度可与Regin, ProjectSauron, Equation或Duqu2相比，是目前分析过的最复杂的间谍活动。卡巴斯基内部称Longhorn为The Lamberts。The Lamberts最早于2014年被fireeye检测到，使用了零日漏洞CVE-2014-4148。其使用的木马为BlackLambert，攻击目标为欧洲的组织。从2008年开始The Lamberts开始使用多种复杂的攻击工具，包括网络驱动后门，模块化后门，信息收集器，擦除器等等，针对的操作系统有Windows和OSX，最新的样本创建于2016年。Lamberts工具包最活跃时期为2013年和2014年。总的来说，该工具包使用了高度复杂的恶意软件，可用高级技术来嗅探网络流量，绕过磁盘在内存中运行插件，在64位Windows系统上运行未签名的代码。"
158,2017 (64),Vault 7行动背后的间谍组织Longhorn,2017-04-10,Symantec,暂无数据,LambertsLonghorn,"“Vault 7”行动使用的间谍工具和操作协议针对了至少16个不同国家的40个目标，赛门铁克称实施该行动的团伙为Longhorn。种种迹象表明Longhorn从2007年开始活动，2011年开始变的活跃，使用了一系列后门木马和0-day漏洞，针对行业包括政府，国际运营机构，金融，电信，能源，航空航天，信息技术，教育和自然资源部门，针对地区包括中东，欧洲，亚洲和非洲。赛门铁克2014年发现其使用了零日漏洞CVE-2014-4148，木马为Plexor。Longhorn使用的手段非常复杂，为间谍组织。其使用的其他木马包括Corentry, Backdoor.Trojan.LH1和 Backdoor.Trojan.LH2。Vault 7泄露的第二个文档详细描述了Fire and Forget，一种用于通过称为“Archangel”的工具对用户模式注入有效载荷的规范。泄露的第三份文件概述了恶意软件工具应遵循的加密协议，包括使用SSL来防止中间人（MITM）攻击，每次连接交换一次密钥，以及使用带有32位密钥的AES。这些要求与赛门铁克发现的所有Longhorn工具中所遵循的加密实践相一致。其他Vault 7文档概述了要使用的交易手段，例如使用实时传输协议（RTP）作为C＆C通信手段，采用擦除使用（wipe-on-use）作为标准做法，内存中字符串使用唯一的部署时间键进行字符串混淆，以及使用涉及重命名和重写的安全擦除协议。"
159,2017 (64),网络犯罪集团FIN10对加拿大的企业进行敲诈活动,2017-04-08,FireEye,暂无数据,FIN10,网络犯罪集团FIN10正在对加拿大的矿业公司和娱乐场所进行敲诈活动。黑客入侵到目标机构的系统中，获取到有价值的数据并威胁机构支付高额赎金，如果受害企业拒绝支付，他们将把数据公开，并且受害者系统也将被中断。
160,2017 (64),Lazarus集团对金融机构的攻击,2017-04-03,Kaspersky,木马后门,Hidden CobraLazarusbluenoroff:,卡巴斯基发布了关于APT组织Lazarus的报告。Lazarus的活动最早发现于2009年，其发起的攻击包括2013年针对韩国广播公司、金融机构等的DarkSeoul行动和2014年针对索尼影音的入侵事件，并且在2016年孟加拉国央行被盗走8100万美元的事件中也出现了Lazarus的恶意软件。Lazarus拥有大量恶意软件，使用了各种代码混淆技术，重写算法，使用商业软件保护器，并使用自己和地下论坛传播的软件壳。Lazarus旗下还有一个组织Bluenoroff，只针对金融行业。该组织主要擅长逆向工程，如将恶意代码植入银行系统SWIFT相关的软件。Bluenoroff最喜欢的一个策略是木马安装后静默运行，在转移巨额美金时尽量不留痕迹。值得注意的是，研究人员观测到SWIFT软件解决方案没有任何漏洞。这些攻击主要针对银行基础设施和员工，利用常用软件或网站中的漏洞，暴力破解密码，使用键盘记录器和提升权限等方法。到目前为止，Lazarus/ Bluenoroff组织是对金融业发起大规模攻击中最成功的一个。 我们相信，未来几年他们对银行、金融、贸易公司以及赌场都是最大威胁之一。
