,年份,报告标题,披露时间,披露机构,攻击方法,组织别名,报告摘要
69,2019 (398),Imminent Monitor远程访问木马（IM-RAT）调查报告,2019-12-02,paloalto,暂无数据,暂无数据,"由澳大利亚联邦警局牵头，自2017年开始的一项针对利用Imminent Monitor远程访问特洛伊木马（IM-RAT）进行黑客攻击的长期调查，在2019年11月30日有了正式调查结果，控制服务器已被接管，无法产生新的客户端，该工具已不再提供远控服务，其维护的网络也被执法部门接管。 IM-RAT在黑客工具贩卖网站进行广告宣传，正式售价低至25美元，并且几乎不需要任何技术知识就可部署。 监控显示，自2012年起，IM-RAT至少在115,000次单独攻击中被使用。在执法机构授权后，研究人员发现：2012年，开发人员“ Shockwave™”注册了域imminentmethods.info信息，并于2013年4月开始在在线论坛和他的网站上出售其“ Imminent Monitor” RAT，后来该站点改为imminentmethods.net。 2014年，Imminent Monitor开始支持第三方插件。 其中一个提供了在监视时关闭网络摄像头灯的功能。 较新的版本提供了“ HRDP”（隐藏的远程桌面协议），它提供了对受害者隐藏的非交互式远程桌面连接。第3版引入了在受害机器上运行加密货币矿工的功能。"
70,2019 (398),Rapid变种再袭，不仅加密不可修复，还随机修改文件名,2019-11-29,腾讯,暂无数据,暂无数据,腾讯安全御见威胁情报中心检测到，Rapid勒索病毒变种在国内开始再度活跃，该病毒首次出现于2017年，由于早期该病毒加密文件后缀为Rapid，因此得名。自该病毒出现起，该病毒每年都会给一些国内企业造成不可逆转的加密破坏。Rapid勒索病毒在国内主要通过弱口令爆破方式传播，本次检测到国内变种加密文件完成后，会对其文件添加扩展后缀.cryptolocker。
71,2019 (398),RTM银行木马再现北亚，针对石油业发起持续攻击,2019-11-29,奇安信,暂无数据,暂无数据,奇安信病毒响应中心在日常威胁追踪中发现，一例针对俄罗斯鄂木斯克州，一家与石油相关的公司的攻击活动。攻击入口依旧为邮件，通过向公司公开邮箱中发送诱饵邮件获得攻击入口。攻击目的为植入后门程序以及获取目标机器上的浏览器本地凭证信息。
72,2019 (398),月光再临——MoonLight组织针对中东地区的最新攻击活动剖析,2019-11-29,奇安信,暂无数据,,"自2019年4月以来，奇安信研究人员监测到一批针对巴勒斯坦及加沙地区的网络攻击活动。该活动与近期部分厂商发布的多篇定性为""拍拍熊(APT-C-37)""的报告存在高度重合，根据研判分析，奇安信研究人员认为该攻击活动正是来自于Moonlight组织。该批次样本初始恶意载荷都是通过将自解压文件(SFX)伪装为doc、jpg等文本图片形式达到混淆目的。攻击者在活动中不断使用新的策略，包括使用VBS脚本加载执行history.ink，ink文件会将恶意URL作为参数调用mstha程序，以完成恶意负载下载。以及在自解压过程中调用mstha访问恶意URL后下载带包含后门的混淆恶意脚本，并利用Powershell加载执行完成自身解密后展示最终的后门。其样本经过解混淆后释放H-Worm后门程序，所使用后门版本删去了Sleep等休眠命令，只保留了核心功能。"
73,2019 (398),TICK组织ENDTRADE活动，使用多阶段后门针对日本目标,2019-11-29,TrendMicro,暂无数据,TickREDBALDKNIGHTBronze Butler,"趋势科技最近揭露了网络间谍组织TICK(又名""BRONZE BUTLER""和""REDBALDKNIGHT"")的最新活动。该组织使用合法的电子邮件账户和证书传播恶意软件，针对国防、航空航天、化学和卫星行业，这些行业的总部在日本，在中国有子公司。在2019年1月，该组织通过窃取日本经济研究公司和公共关系(PR)机构的电子邮件凭据和文件，并将其作为鱼叉式钓鱼邮件发送给精通日语或中文并且对中国经济感兴趣的个人和公司，邮件中包含带有恶意软件有效负载附件。该组织在活动中使用两个新的下载器ABK和BBK，两个新的木马Snake和build_down，这些恶意软件都具有一项重要任务：连接到网站并验证受害系统的卷序列号，以确定是否将发送下载后门的命令，在多个驱动器或卷的实例中，下载器从驱动器C收集信息。TICK还利用Microsoft Office内存损坏漏洞CVE-2018-0802和CVE-2018-0798传播ABK和BBK恶意软件。ABK使用隐写术将额外的负载隐藏在照片中以绕过杀毒软件。BBK同样使用隐写术隐藏恶意负载，其可以从C2服务器网站下载特定文件收集受害者信息，但是该软件不执行命令，研究人员因此推测该工具还在开发阶段。"
74,2019 (398),RevengeHotels活动针对全球酒店业，窃取旅客信用卡数据,2019-11-28,Kaspersky,暂无数据,暂无数据,卡巴斯基最近揭露了针对全球酒店行业的网络犯罪活动RevengeHotels，该活动主要针对巴西的酒店、旅馆和旅游公司。研究人员已经确认超过20家酒店成为该活动的受害者，其目标是获取酒店系统中的旅客来宾信用卡数据，以及从流行在线旅行社(如Booking.com)接收的信用卡数据。攻击者通过发送带有精心制作的Word、Excel文档的鱼叉钓鱼邮件，以引导目标下载，为了增加可信度，攻击者还通过抢注域名冒充合法公司。其中一些恶意负载使用了Microsoft Office OLE功能远程代码执行漏洞(CVE-2017-0199)来加载和执行恶意代码。然后在受害者计算机中安装定制版本的RevengeRAT，njRAT，NanoCoreRAT，888 RAT和其他自定义恶意软件(如ProCC)。该活动组织自2015年来一直活跃，2019年加大了攻击力度。研究人员根据基础设施和技术的差异，将该活动(PaloAlto称为Comando活动)归因于两个团体，一个命名为RevengeHotels，一个命名为ProCC。
75,2019 (398),安卓银行木马Ginp使用覆盖攻击，窃取信用卡信息,2019-11-28,threatfabric,暂无数据,暂无数据,"国外研究人员最近发现了一种新型银行恶意软件Ginp，该恶意软件在过去五个月里一直处于积极开发状态，至少发布了5种不同版本。最初的版本伪装成""Google Play验证程序""应用，其目的只是窃取SMS消息。现在，其重心逐渐转移到支付卡信息窃取上。最近的版本使用了Anubis木马的部分源代码，并且针对多个西班牙银行应用程序。最新版本伪装成""Adobe Flash Player""应用程序，通过向用户要求提供Accessibility Service特权，以获取能够发送消息和调用的动态权限。完成后，木马伪装成默认的SMS应用程序，提供短信收集和转发、更新C2的功能。Ginp同时针对银行应用启用覆盖攻击，其首先窃取受害者的登录凭据，然后窃取信用卡信息以验证用户身份。"
76,2019 (398),针对SQL弱口令的爆破攻击再度袭来，KingMiner矿工已控制上万台电脑,2019-11-26,腾讯,暂无数据,暂无数据,腾讯安全御见威胁情报中心检测到KingMiner变种攻击，KingMiner是一种针对Windows服务器MSSQL进行爆破攻击的门罗币挖矿木马。该木马最早于2018年6月中旬首次出现，并在随后迅速发布了两个改进版本。木马利用Windows权限提升漏洞CVE-2019-0803在内核模式下执行任意代码。然后通过WMI定时器和Windows计划任务实现持久化，使用base64和特定编码的XML，TXT，PNG文件来加密木马程序。利用微软和多个知名厂商的签名文件作为父进程，使用白加黑劫持技术启动木马DLL，同时会关闭机器上RDP服务防止其他挖矿团伙入侵，以独占已控制的服务器资源。KingMiner影响超过一万台电脑，其中受影响最严重的地区为中国广东、重庆、北京、上海等地。
77,2019 (398),Stantinko僵尸网络分发矿工，利用YouTube存储矿池代理,2019-11-26,ESET,暂无数据,暂无数据,最近，研究人员发现Stantinko僵尸网络至少从2018年8月开始分发门罗币矿工获取利益。该僵尸网络至少从2012年起就开始活跃，主要针对俄罗斯、乌克兰、白俄罗斯和哈萨克斯坦的用户。之前，该僵尸网络进行了点击欺诈，广告注入，社交网络欺诈和密码窃取攻击。矿工模块是xmr-stak开源cryptominer的高度修改版本，该模块通过挖掘加密货币来耗尽受感染机器的大部分资源。为了逃避检测，矿工程序会删除所有不必要的字符串甚至整个功能，其余的字符串和函数被严重混淆。并且不会直接与其矿池进行通信，而是通过从YouTube视频的描述文本中获取其IP代理进行通信。同时还具备暂停其他矿工，检测安全软件等功能。如果矿工程序检测到机器未连接任何电源，则暂停采矿，以防止电池耗尽引起用户怀疑。
78,2019 (398),无孔不入： NextCry勒索病毒利用PHP最新漏洞攻击传播,2019-11-25,奇安信,暂无数据,暂无数据,奇安信病毒响应中心发现NextCry勒索软件的新传播方式。NextCry勒索是一种新型勒索软件，该勒索由Python编写并使用PyInstall打包成Linux ELF二进制文件，采用RSA-2048和AES-256-CBC算法加密指定目录下的文件，无法解密。发现其正在利用PHP-fpm远程代码执行漏洞(CVE-2019-11043)针对Linux服务器发起攻击尝试入侵，利用此漏洞可以在受影响的服务器上远程执行任意命令，在启用PHP-Fpm的Nginx服务器上运行某些版本的PHP 7有可能受到攻击，没有运行Nginx服务器理论上则不会产生影响。目前该勒索软件主要攻击安装有Nextcloud软件的服务器，因为Nextcloud软件默认情况下开启Nginx服务器，所以几乎所有的基于Nextcloud的云盘都会受到影响。奇安信威胁情报中心目前已经检测到有用户中招。
79,2019 (398),Trickbot更新密码收集器模块，针对OpenSSH和OpenVPN,2019-11-22,paloalto,暂无数据,暂无数据,国外研究人员发现Trickbot更新密码收集器模块，在模块中添加了窃取OpenSSH私钥以及OpenVPN密码和配置文件功能。Trickbot的密码收集器模块(pwgrab64)，会检索存储在受害者浏览器缓存中的登录凭据，并且还从其他应用程序窃取登录凭据。窃取的信息使用未加密的HTTP协议，通过TCP端口8082发送到Trickbot使用的C2地址。研究人员发现，在最近的检测中，Trickbot使用HTTP POST请求将OpenSSH私钥以及OpenVPN密码和配置文件发送到其命令和控制服务器，但是相关字段并没有实际数据，这表明该功能可能还处于测试阶段。
80,2019 (398),Clop勒索软件针对法国和比利时大学，禁用杀软逃避检测,2019-11-22,BleepingComputer,暂无数据,暂无数据,最近，国外研究人员发现Clop勒索软件正在尝试禁用Windows Defender并删除Microsoft Security Essentials和Malwarebytes的独立反勒索程序。Clop是CryptoMix勒索软件的变体，在加密之前，该程序通过配置各种注册表值，禁用行为监视、实时保护、样本上传、篡改保护、云检测和反间谍软件检测，以尝试禁用Windows Defender。除了Windows Defender，Clop还通过卸载Microsoft Security Essentials和Malwarebytes反勒索软件程序来针对较旧的计算机。该勒索软件最近攻击了法国的鲁昂大学医院中心和比利时的安特卫普大学。
81,2019 (398),BlackTech组织使用IconDown恶意软件对日本的攻击,2019-11-21,jpcert,暂无数据,BlackTech黑凤梨 T-APT-03,BlackTech使用各种类型的恶意软件对日本进行攻击，近期发现该组织利用IconDown恶意软件，该恶意软件通过ASUS WebStorage的更新功能进行传播。
82,2019 (398),黄金雕（APT-C-34）组织攻击活动揭露,2019-11-21,360,暂无数据,APT-C-34黄金雕,"360 高级威胁应对团队通过关联 Hacking Team 武器，发现了一支活跃在中亚地区，从未被外界知晓的APT组织黄金雕（APT-C-34）。该组织制作了大量的伪装的文档和图片文件作为鱼叉攻击的诱饵，这些文件通过伪装图标诱导用户点击，实际上是 EXE 和 SRC 后缀的可执行文件，同时会释放弹出真正的文档和图片欺骗受害者。其中部分诱饵程序安装包脚本会自动将程序添加到注册表项中，实现自启动驻留。除此之外，该组织还使用物理接触手段进行攻击，部分受害者曾经接入过包含恶意程序和安装脚本的 U 盘。同时该组织也使用了 HackingTeam 的物理攻击套件，该套件需要通过恶意硬件物理接触目标机器，在系统引导启动前根据系统类型植入恶意程序，支持 Win、Mac 和 Linux 平台。该组织采购了一家俄罗斯公司""YURION""的硬件设备产品，该公司是一家俄罗斯的安全防务公司，专门出售无线电监听、窃听等设备，该组织有可能使用该公司的一些特殊硬件设备直接对目标的通讯等信号进行截取监听。 该组织的后门技术主要通过改造正规软件(如TeamViewer Hijacker、RMS Hijacker' )、自主研发( 如Harpoon后门 )和采购商业木马(如HackingTeam 商业后门)这三种方式进行。其绝大部分受害者都集中在哈萨克斯坦国境内，主要涉及政府机关、航空航天、教育、军方、媒体和政府异见人士等，除此以外，还有部分中国背景的受害者，涉及我方与哈萨克合作项目组和驻哈教育机构，而极少数的受害者位于我国西北部地区。"
83,2019 (398),Lazarus组织使用Mac后门，针对韩国目标,2019-11-21,TrendMicro,暂无数据,APT-C-26,趋势科技研究人员最近发现Mac后门新变种，该变种归因于Lazarus。该样本使用了带有嵌入式宏的Excel文档，一旦运行，宏将运行PowerShell脚本，并尝试连接到三个C2服务器。除此之外，研究人员还发现一个Mac应用程序包，该程序与恶意的电子表格共享类似的C2服务器。Mac应用程序包包含两个Flash Player文件：一个合法版本和一个恶意版本。程序运行时，合法的Flash Player运行播放诱饵SWF视频，播放视频的同时恶意程序将创建隐藏木马后门，该后门功能类似于发现的PowerShell后门。
84,2019 (398),新恶意下载器DePriMon，使用端口监视器技术实现持久性,2019-11-21,ESET,暂无数据,LambertsLonghorn,"ESET研究人员最近发现了名为DePriMon的恶意下载器，该恶意软件在中欧的一家私人公司和中东的数十台计算机中被发现，并且至少从2017年3月开始就处于活动状态。安装后，为了实现持久性，恶意软件注册一个新的本地端口监视器，并将自身配置成名为""Windows默认打印监视器驱动程序""的打印监视器，其配置文件以加密格式存储在％Temp％文件夹中，当恶意软件需要读取文件时，它将对文件解密，将其读取到内存中，然后再次对文件进行加密。恶意程序加载后使用TLS加密与其命令和控制服务器进行通信。目前还不知道该恶意软件的感染方式和提供的最终有效负载。但是发现，该恶意软件和 APT组织Lamberts(又名Longhorn)使用的ColoredLambert恶意软件一起在某些受害系统被发现。"
85,2019 (398),卡巴斯基2020年APT攻击预测,2019-11-20,Kaspersky,暂无数据,APT-C-26,卡巴斯基通过对过去12个月的APT攻击的总结，预测了2020年可能发生的APT攻击趋势：攻击会趋向于伪装自身的身份将研究人员的注意力转移到另一个攻击组织上，如Lazarus、WildNeutron、Hades等都有过此种行为；攻击将倾向于针对性的勒索软件；滥用在线支付来进行欺诈；更多的基础架构攻击和针对非PC目标的攻击；亚欧贸易路线的地区的攻击将增加；攻击方法越来越复杂；攻击目标的重点将变为移动设备；滥用个人的隐私信息辅助进行攻击。
86,2019 (398),Raccoon信息窃取木马最新活动，利用Dropbox共享托管负载,2019-11-20,Cofense,暂无数据,暂无数据,"国外研究人员发现了信息窃取程序Raccoon的最新活动。攻击者将恶意的.IMG文件托管在Dropbox共享上，通过受损电子邮件账户发送""电子转账""主题钓鱼邮件，其中包括指向恶意负载的Dropbox链接，该方式成功地通过了赛门铁克电子邮件安全系统和微软EOP网关。一旦用户点击链接，将下载恶意负载。Raccoon向C2服务器发送一个包含""bot ID""和""configuration ID""的HTTP POST请求，与C2进行初始联系。C2返回一个JSON对象进行响应，内容中包括C2数据和函数库、其他文件的有效负载位置。Raccoon主要目标是窃取感染系统存储的信用卡信息、加密货币钱包、浏览器数据和电子邮件凭据等数据。"
87,2019 (398),黑客组织(TA2101)模仿美国、德国、意大利的政府机构，通过钓鱼邮件分发勒索软件、后门木马,2019-11-14,Proofpoint,暂无数据,TA2101,"国外研究人员发现一个新黑客组织(TA2101)模仿美国、德国、意大利的政府机构，通过钓鱼邮件分发勒索软件、后门程序和银行木马。针对德国IT支持公司的钓鱼邮件冒充德国联邦财政部，伪装成用户欠税通知，里面包含恶意的Word文档附件，一旦用户打开附件并启用宏，将安装Cobalt Strike和Maze勒索软件。针对意大利组织的钓鱼邮件冒充意大利税务局，伪装成新税收准则，一旦用户打开恶意附件文档，将被指引""启动内容""解密文件，一旦启用则会执行恶意宏，安装Maze勒索软件。针对美国医疗保健行业的钓鱼邮件冒充美国邮政服务，同样提供恶意Word文档附件，手法与针对意大利的活动类似，但最终安装的是IceID银行木马。"
88,2019 (398),疑似海莲花又有新活动，攻击目标似为国内大型企业,2019-11-13,安恒信息,暂无数据,APT32APT32海莲花APT-C-00Ocean LotusCobalt KittySeaLotus,近期安全研究院猎影威胁分析团队在文件威胁分析平台上监控发现疑似海莲花组织又有新的活动出现，其攻击目标似为国内大型企业。
89,2019 (398),APT33组织使用多层混淆策略，隐藏其C2基础设施,2019-11-13,TrendMicro,暂无数据,APT33Elfin,趋势科技最近研究分析表明，APT33组织使用了大约12个实时C2服务器进行定向攻击活动，目标包括中东、美国和亚洲的组织。这些C2域通常托管在云托管代理上，这些代理将来自受感染bots的URL请求转发到共享web服务器的后端，共享web服务器可能托管数千个合法域。后端将漫游器数据回传给专用IP地址上的数据聚合器和漫游器控制服务器。APT33通过带有频繁更改的出口节点的私有VPN网络连接到这些聚合器，然后APT33向bots发出命令，并使用这些VPN 连接从bots收集数据。研究人员通过对该组织私人VPN出口节点的跟踪，发现其中一些IP地址对中东的一家石油勘探公司和军事医院以及美国的一家石油公司的网络进行了侦察。同时，APT33还利用其私有VPN网络访问渗透测试公司网站、网络邮件、漏洞网站、加密货币相关网站，以及阅读黑客博客和论坛。
90,2019 (398),安卓银行木马Cerberus最新发现,2019-11-12,Anomali,暂无数据,暂无数据,"Cerberus安卓银行木马是一款商业性质木马，在俄罗斯黑客论坛XSS[.]is出售，其作者使用Twitter账户@AndroidCerberus进行推广。该银行木马具备发送短信、拦截短信、伪造银行页面等功能。其目标为全球的银行组织、电子商务、金融、电信等行业。Cerberus木马(92aa486aee73546da0a5e153036b3ab8fd8a29525eb4a4885f1e9952fc2df0d0)的C2信息存储在其配置文件""settings.xml""文件中。C2域brickgeld24k[.]su 于2019年9月8日注册，其他C2域(brickgeld25sk[.]su、brickgeld001kz[.]su、brickgeld049ik[.]su)还没有解析记录。该木马利用计步器程序启动，当计步器(测量步数)达到特定步数时变为活动状态。"
91,2019 (398),勒索软件PureLocker通过暗网销售，针对企业进行定向攻击,2019-11-12,INTEZER,暂无数据,FIN6,"国外研究人员发现勒索软件PureLocker针对企业生产服务器的定向攻击，该勒索软件在暗网出售，并已经被Cobalt Gang，FIN6和其他威胁组使用。PureLocker采用PureBasic编程语言编写，拥有Windows和Linux变种版本。恶意DLL文件伪装成名为Crypto++的C++加密算法库，被regsrv32.exe作为COM服务器的一个DLL文件执行。PureLocker使用硬编码的RSA密钥，采用标准AES + RSA组合对受害者计算机上的文件进行加密，并未加密后的文件添加"".CR1""扩展名，加密完成后会在用户桌面留下名为YOUR_FILES.txt的赎金票据文件。研究人员通过比较PureLocker勒索软件样本和最近的more_eggs加载器样本，认为二者极有可能是由同一作者创建的。"
92,2019 (398),APT组织Platinum仍然活跃，更新两种后门工具,2019-11-11,Kaspersky,暂无数据,TwoForOnePlatinum,卡巴斯基实验室人员发布分析报告称2018年7月针对东南亚国家，外交、政府和军事实体的攻击活动EasternRoppels可能与APT组织Platinum有关。其攻击工具的特点是多阶段执行，利用新的隐写术来隐藏通信过程。这次更新的TTPs是Steganography后门和在它基础上改进的P2P后门。
93,2019 (398),Paradise勒索病毒最新变种分析,2019-11-11,瑞星,暂无数据,暂无数据,Paradise勒索病毒最早出现在2018年7月，最新发现的变种以.NET框架开发，运行后使用对称加密算法或非对称加密算法RSA对受害者文件进行加密，再使用RSA算法加密密钥，病毒几乎会加密所有的文件类型(html除外)，被加密文件后缀为'.safe'，没有作者私钥的情况下暂时无法解密文件。
